@RELATION apeic
@ATTRIBUTE hour_of_day {0, 1, 2, 3, 4, 5}
@ATTRIBUTE day_of_week {1, 2, 3, 4, 5, 6, 7}
@ATTRIBUTE stay_point {0, 1, 2, 3, 4, 5, 6, 7, -1}
@ATTRIBUTE activity {STILL, TILTING, UNKNOWN, ON_FOOT, ON_BICYCLE, IN_VEHICLE}
@ATTRIBUTE application {com.dropbox.android, com.htc.video, com.android.chrome, com.cleanmaster.mguard, com.fitnesskeeper.runkeeper.pro, com.facebook.orca, com.facebook.katana, tw.edu.ntu.ee.arbor.apeic, com.tul.aviate, com.android.htcdialer, com.htc.lmw, com.android.vending, com.anydo, com.android.packageinstaller, com.htc.calendar, com.google.android.googlequicksearchbox, com.twitter.android, com.android.htccontacts, com.android.phone, gogolook.callgogolook2, android, ch.bitspin.timely, com.htc.htcpowermanager, com.google.android.music, com.google.android.gm, com.StorySense.WhatsTheNumberLite, com.android.systemui, com.anydo.cal, com.google.android.apps.genie.geniewidget, qr.barcode.mttb1, com.cleanmaster.security, kr.co.vcnc.android.couple, com.htc.album, jp.naver.line.android, com.google.android.apps.maps, com.contapps.android, com.android.settings, com.android.mms, com.android.camera, nexti.android.bustaipei}
@data
0, 2, -1, ON_FOOT, com.tul.aviate
0, 2, -1, ON_FOOT, com.facebook.orca
0, 2, 1, TILTING, com.android.chrome
0, 2, 1, STILL, com.facebook.orca
0, 2, 1, TILTING, com.facebook.orca
0, 2, 1, TILTING, com.htc.album
0, 2, 1, TILTING, com.htc.album
1, 2, 1, UNKNOWN, com.tul.aviate
1, 2, 1, TILTING, com.android.htccontacts
1, 2, 1, UNKNOWN, com.android.mms
1, 2, 1, UNKNOWN, com.android.htccontacts
1, 2, 1, TILTING, com.android.phone
1, 2, 1, TILTING, com.android.htccontacts
1, 2, 1, TILTING, com.tul.aviate
2, 2, 1, TILTING, com.tul.aviate
2, 2, 1, STILL, com.android.settings
2, 2, 1, UNKNOWN, com.facebook.katana
2, 2, 1, STILL, com.facebook.katana
2, 2, 1, STILL, jp.naver.line.android
2, 2, 1, STILL, jp.naver.line.android
2, 2, 1, STILL, jp.naver.line.android
2, 2, 1, TILTING, jp.naver.line.android
2, 2, 1, STILL, com.android.mms
3, 2, 1, STILL, com.android.mms
0, 2, 1, STILL, com.tul.aviate
1, 2, 1, STILL, com.android.mms
2, 2, 1, STILL, jp.naver.line.android
2, 2, 1, STILL, com.facebook.katana
2, 2, 1, STILL, jp.naver.line.android
2, 2, 1, STILL, jp.naver.line.android
2, 2, 1, STILL, jp.naver.line.android
2, 2, 1, STILL, jp.naver.line.android
2, 2, 1, STILL, jp.naver.line.android
3, 2, 1, STILL, jp.naver.line.android
3, 2, 1, TILTING, jp.naver.line.android
3, 2, 1, STILL, com.google.android.gm
0, 2, 1, TILTING, com.android.phone
0, 2, 1, TILTING, com.anydo
0, 2, 1, STILL, gogolook.callgogolook2
1, 2, 1, STILL, gogolook.callgogolook2
2, 2, 1, STILL, com.anydo
2, 2, 1, STILL, com.android.systemui
2, 2, 1, UNKNOWN, com.google.android.music
2, 2, 1, STILL, jp.naver.line.android
2, 2, 1, UNKNOWN, com.facebook.katana
2, 2, 1, STILL, com.cleanmaster.security
2, 2, 1, STILL, com.android.vending
2, 2, 1, STILL, com.tul.aviate
2, 2, 1, STILL, jp.naver.line.android
2, 2, 1, STILL, com.android.vending
2, 2, 1, UNKNOWN, com.android.chrome
3, 2, 1, STILL, com.cleanmaster.mguard
3, 2, 1, STILL, com.android.systemui
3, 2, 1, STILL, com.android.vending
3, 2, 1, STILL, com.htc.album
3, 2, 1, STILL, jp.naver.line.android
3, 2, 1, STILL, jp.naver.line.android
3, 2, 1, STILL, jp.naver.line.android
3, 2, 1, STILL, jp.naver.line.android
0, 2, 1, STILL, jp.naver.line.android
0, 2, 1, STILL, jp.naver.line.android
0, 2, 1, STILL, jp.naver.line.android
0, 2, 1, STILL, jp.naver.line.android
1, 2, 1, STILL, jp.naver.line.android
1, 2, 1, STILL, jp.naver.line.android
1, 2, 1, STILL, jp.naver.line.android
1, 2, 1, STILL, jp.naver.line.android
1, 2, 1, STILL, jp.naver.line.android
1, 2, 1, STILL, com.tul.aviate
1, 2, 1, TILTING, com.tul.aviate
1, 2, 1, STILL, com.facebook.katana
1, 2, 1, STILL, jp.naver.line.android
1, 2, 1, STILL, jp.naver.line.android
1, 2, 1, STILL, jp.naver.line.android
1, 2, 1, STILL, jp.naver.line.android
